Prop_Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,PropStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,YrSold,SaleCondition,SalePrice
PRO1155,60,RL,,14505,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,2Story,7,6,1965,1988,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,Gd,864,GasA,TA,Y,SBrkr,1820,0,0,1,2,4,1,Gd,8,Typ,2,Gd,Attchd,1965,Unf,2,492,TA,TA,Y,60,84,0,0,273,0,,GdPrv,,0,2008,Normal,204630
PRO473,180,RM,35,4126,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,TwnhsE,SLvl,6,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,TA,TA,PConc,Gd,TA,Gd,547,GasA,Ex,Y,SBrkr,1072,1,0,1,0,2,1,TA,5,Typ,0,,Basment,2005,RFn,2,525,TA,TA,Y,0,28,0,0,0,0,,,,0,2008,Normal,149747
PRO594,120,RM,,5249,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2003,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Av,848,GasA,Ex,Y,SBrkr,848,1,0,1,0,1,1,Gd,4,Typ,0,,Attchd,2003,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,,,,0,2009,Normal,141170
PRO1194,120,RM,,4658,Pave,,Reg,Lvl,AllPub,FR2,Gtl,Mitchel,Norm,Norm,TwnhsE,1Story,6,5,1999,1999,Hip,CompShg,VinylSd,VinylSd,TA,TA,PConc,Ex,TA,No,1224,GasA,Ex,Y,SBrkr,1224,1,0,2,0,2,1,TA,5,Typ,0,,Attchd,1999,Fin,2,402,TA,TA,Y,0,304,0,0,0,0,,,,0,2009,Normal,168764
PRO826,20,RL,114,15327,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NridgHt,PosN,PosN,1Fam,1Story,10,5,2007,2008,Hip,CompShg,CemntBd,CmentBd,Ex,TA,PConc,Ex,TA,Av,2078,GasA,Ex,Y,SBrkr,2084,1,0,2,0,2,1,Ex,7,Typ,1,Gd,Attchd,2007,Fin,3,1220,TA,TA,Y,188,45,0,0,0,0,,,,0,2008,Partial,388378
PRO71,20,RL,95,13882,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Gable,CompShg,Plywood,Plywood,TA,Gd,CBlock,Gd,TA,Gd,2223,GasA,Ex,Y,SBrkr,2223,1,0,2,0,3,1,TA,8,Typ,2,Gd,Attchd,1973,Fin,2,516,TA,TA,Y,300,0,0,0,0,0,,,,0,2007,Normal,244189
PRO489,190,RL,60,11033,Pave,,Reg,Lvl,AllPub,Corner,Gtl,OldTown,Norm,Norm,2fmCon,1.5Fin,5,4,1900,1970,Gable,CompShg,Wd Sdng,Wd Sdng,TA,Fa,CBlock,TA,Fa,No,954,GasA,TA,N,FuseA,2414,0,0,2,0,3,2,TA,10,Mod,1,Gd,Attchd,1970,Unf,2,520,TA,Fa,N,142,0,0,0,0,0,,,,0,2006,Normal,164826
PRO1307,120,RL,48,7872,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,1368,GasA,Ex,Y,SBrkr,1368,0,0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,2005,RFn,2,474,TA,TA,Y,132,35,0,0,0,0,,,,0,2006,Partial,205060
PRO947,80,RL,,9249,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,6,1959,1959,Gable,CompShg,HdBoard,HdBoard,TA,Gd,CBlock,TA,TA,Av,1875,GasA,TA,Y,SBrkr,1144,1,0,1,0,3,1,TA,6,Typ,1,TA,Attchd,1959,RFn,1,796,TA,TA,Y,86,0,0,0,0,0,,,,0,2006,Normal,141825
PRO961,20,RL,50,8420,Pave,,IR1,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5,7,1958,2008,Gable,CompShg,Wd Sdng,Plywood,TA,Gd,CBlock,TA,TA,Gd,858,GasA,Gd,Y,SBrkr,858,1,0,1,0,2,1,TA,4,Typ,0,,,,,0,0,,,Y,117,0,0,0,0,0,,,,0,2010,Normal,118282
PRO1045,20,RL,80,10837,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,PosN,Norm,1Fam,1Story,8,5,1981,1981,Hip,WdShngl,BrkFace,BrkFace,Gd,TA,PConc,Gd,TA,No,2524,GasA,TA,Y,SBrkr,2524,1,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,1981,Fin,2,542,TA,TA,Y,474,120,0,0,0,0,,MnPrv,,0,2009,Normal,276798
PRO21,60,RL,101,14814,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NridgHt,Norm,Norm,1Fam,2Story,8,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Ex,TA,Av,1158,GasA,Ex,Y,SBrkr,2376,0,0,3,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2005,RFn,3,853,TA,TA,Y,240,154,0,0,0,0,,,,0,2006,Partial,327717
PRO542,60,RL,,11168,Pave,,Reg,Lvl,AllPub,FR2,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,5,2000,2000,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,969,GasA,Ex,Y,SBrkr,2285,0,0,2,1,4,1,Gd,8,Typ,1,TA,BuiltIn,2000,Fin,3,648,TA,TA,Y,0,56,0,0,0,0,,,,0,2007,Normal,252964
PRO288,20,RL,,8150,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,4,4,1971,1971,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,858,GasA,TA,Y,SBrkr,858,0,0,1,0,3,1,TA,5,Typ,0,,,,,0,0,,,Y,0,0,0,0,0,0,,,,0,2006,Normal,85672
PRO308,50,RM,,8039,Pave,Grvl,IR1,Lvl,AllPub,Inside,Gtl,IDOTRR,Artery,Norm,1Fam,1.5Fin,6,7,1920,1950,Gable,CompShg,MetalSd,MetalSd,TA,Fa,CBlock,TA,TA,No,319,GasA,TA,Y,FuseA,1406,0,0,1,0,3,1,Fa,6,Typ,0,,,,,0,0,,,N,0,144,0,0,0,0,,MnPrv,,0,2008,Normal,93155
PRO1073,50,RL,50,7958,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Artery,Norm,1Fam,1.5Fin,5,3,1948,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,Fa,Fa,Mn,810,GasA,Fa,Y,FuseA,1456,1,1,1,0,4,1,TA,7,Typ,1,TA,Detchd,1954,Unf,1,280,TA,TA,P,0,0,0,0,0,0,,,,0,2006,Normal,94553
PRO1122,20,RL,84,10534,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Av,1552,GasA,Ex,Y,SBrkr,1552,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2005,RFn,3,782,TA,TA,Y,144,20,0,0,0,0,,,,0,2006,Partial,212938
PRO1310,20,RL,,8506,Pave,,Reg,Lvl,AllPub,Inside,Gtl,SawyerW,Norm,Norm,1Fam,1Story,6,5,1991,1991,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,No,1278,GasA,Gd,Y,SBrkr,1294,1,0,2,0,3,1,Gd,6,Typ,0,,Attchd,1991,RFn,2,496,TA,TA,Y,112,51,0,0,0,0,,GdWo,,0,2008,Normal,176744
PRO1273,20,RL,,13824,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,6,1965,1965,Hip,CompShg,HdBoard,Plywood,TA,TA,CBlock,TA,TA,No,935,GasA,TA,Y,SBrkr,935,1,0,1,0,3,1,TA,5,Typ,0,,Attchd,1965,Unf,1,288,TA,TA,Y,180,0,0,0,0,0,,MnPrv,,0,2006,Normal,140633
PRO236,160,RM,21,1792,Pave,,Reg,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,6,3,1971,1971,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,483,GasA,TA,Y,SBrkr,987,0,0,1,1,2,1,TA,5,Typ,0,,Detchd,1971,Unf,1,264,TA,TA,Y,0,0,0,0,0,0,,,,0,2008,Normal,90420
PRO412,190,RL,100,35864,Pave,,Reg,Bnk,AllPub,Inside,Gtl,Gilbert,Norm,Norm,2fmCon,1Story,5,5,1955,1955,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,Mn,1056,GasA,TA,N,SBrkr,1056,1,0,1,0,3,1,TA,5,Typ,0,,Attchd,1955,Fin,2,572,TA,TA,Y,264,0,0,0,0,0,,,,0,2006,Normal,144495
PRO1247,60,FV,65,8879,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,756,GasA,Ex,Y,SBrkr,1553,0,0,2,1,3,1,Gd,6,Typ,0,,Attchd,2005,RFn,2,615,TA,TA,Y,0,45,0,0,0,0,,,,0,2006,Partial,190261
PRO613,60,RL,,13144,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2001,2001,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Av,1299,GasA,Ex,Y,SBrkr,1872,1,0,2,1,3,1,Ex,7,Typ,1,TA,BuiltIn,2001,RFn,2,531,TA,TA,Y,160,122,0,0,0,0,,,,0,2009,Normal,261648
PRO366,70,RM,59,11985,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2Story,5,7,1920,1997,Hip,CompShg,VinylSd,VinylSd,TA,Gd,CBlock,TA,Fa,No,672,GasA,Gd,Y,FuseA,1344,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1964,Unf,1,468,TA,Fa,Y,0,128,218,0,0,0,,,,0,2009,Normal,146422
PRO578,80,RL,96,12408,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,SLvl,5,6,1966,1966,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,Av,1164,GasA,Ex,Y,SBrkr,1320,1,0,1,0,3,1,TA,6,Typ,2,Fa,Attchd,1966,RFn,2,564,TA,TA,Y,160,68,240,0,0,0,,,,0,2006,Abnorml,165389
PRO129,60,RL,69,8356,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,PosN,Norm,1Fam,2Story,6,5,1966,1966,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,No,660,GasA,TA,Y,SBrkr,1348,0,0,1,1,3,1,TA,6,Typ,1,Fa,Attchd,1966,RFn,2,453,TA,TA,Y,188,108,0,0,0,0,,,,0,2006,Normal,156586
PRO1369,120,RM,,4381,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Av,848,GasA,Ex,Y,SBrkr,848,1,0,1,0,1,1,Gd,4,Typ,0,,Attchd,2003,Fin,2,420,TA,TA,Y,140,0,0,0,0,0,,,,0,2009,Normal,146838
PRO85,80,RL,,8537,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,SLvl,7,5,1995,1996,Gable,CompShg,HdBoard,HdBoard,TA,TA,PConc,Gd,TA,No,384,GasA,Gd,Y,SBrkr,1474,0,0,2,1,3,1,TA,7,Typ,1,TA,BuiltIn,1995,Fin,2,400,TA,TA,Y,120,72,0,0,0,0,,,Shed,700,2009,Normal,166749
PRO1279,60,RL,75,10308,Pave,,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,No,1128,GasA,Ex,Y,SBrkr,2031,1,0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,2002,RFn,2,577,TA,TA,Y,0,211,0,0,0,0,,,,0,2008,Normal,240526
PRO1440,60,RL,80,12222,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,SLvl,7,6,1979,1979,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,539,GasA,TA,Y,SBrkr,1725,0,0,2,1,3,1,TA,6,Typ,1,TA,Attchd,1979,RFn,2,550,TA,TA,Y,0,88,216,0,0,0,,,,0,2007,Normal,201707
PRO509,70,RM,60,10079,Pave,,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,9,1928,2005,Gambrel,CompShg,MetalSd,MetalSd,TA,Ex,BrkTil,TA,TA,No,689,GasA,Ex,Y,SBrkr,1378,0,0,2,0,3,1,Gd,7,Typ,1,Gd,Detchd,1928,Unf,2,360,TA,TA,N,0,0,116,0,0,0,,,,0,2008,Normal,163014
PRO1102,20,RL,61,10447,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,5,1971,1971,Gable,CompShg,HdBoard,MetalSd,TA,TA,CBlock,TA,TA,No,950,GasA,TA,Y,SBrkr,950,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1981,Unf,1,280,TA,TA,Y,0,0,0,0,0,0,,,,0,2007,Normal,119452
PRO1445,20,RL,63,9831,Pave,,Reg,Lvl,AllPub,FR2,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Av,1422,GasA,Ex,Y,SBrkr,1422,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2004,RFn,2,626,TA,TA,Y,192,60,0,0,0,0,,,,0,2007,Normal,181299
PRO420,20,RL,65,9642,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1968,1968,Gable,CompShg,VinylSd,VinylSd,TA,TA,CBlock,TA,TA,No,1056,GasA,Ex,Y,SBrkr,1056,1,0,1,0,3,1,TA,6,Typ,1,Fa,Attchd,1968,Unf,1,304,TA,TA,Y,0,85,184,0,0,0,,,,0,2010,Normal,141177
PRO698,20,RL,57,7225,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,5,7,1952,1952,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,PConc,Ex,Gd,Mn,980,GasA,Fa,Y,FuseA,1148,0,1,1,0,2,1,TA,6,Typ,0,,Detchd,1952,Unf,1,308,TA,TA,Y,0,0,0,0,0,0,,,,0,2006,Normal,127034
PRO287,50,RL,77,10251,Pave,,IR1,Bnk,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,6,7,1962,1981,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,912,GasA,TA,Y,SBrkr,1734,0,0,1,1,3,1,Gd,7,Typ,1,Gd,Attchd,1962,RFn,2,440,TA,TA,Y,0,0,0,0,128,0,,GdPrv,,0,2006,Normal,164068
PRO506,90,RM,60,7720,Pave,Grvl,Reg,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,Duplex,2Story,5,5,1952,1952,Hip,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,TA,TA,No,960,GasA,Gd,Y,SBrkr,1960,0,0,2,0,4,2,TA,10,Typ,0,,Detchd,1952,Unf,2,400,TA,TA,N,0,0,0,0,0,0,,,,0,2009,Normal,124004
PRO8,60,RL,,11692,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NWAmes,PosN,Norm,1Fam,2Story,7,6,1973,1973,Gable,CompShg,HdBoard,HdBoard,TA,TA,CBlock,Gd,TA,Mn,1107,GasA,Ex,Y,SBrkr,2090,1,0,2,1,3,1,TA,7,Typ,2,TA,Attchd,1973,RFn,2,484,TA,TA,Y,235,204,228,0,0,0,,,Shed,350,2009,Normal,203799
PRO551,120,RL,53,4131,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NPkVill,Norm,Norm,TwnhsE,1Story,6,6,1977,1977,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,Gd,TA,No,1069,GasA,TA,Y,SBrkr,1069,0,0,2,0,2,1,TA,4,Typ,0,,Attchd,1977,RFn,2,440,TA,TA,Y,0,55,0,0,200,0,,,,0,2008,Abnorml,138324
PRO772,20,RL,67,9257,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,5,1951,1951,Gable,CompShg,Wd Sdng,Wd Sdng,TA,TA,CBlock,Fa,Fa,No,836,GasA,TA,Y,FuseF,1245,0,0,1,0,2,1,TA,6,Typ,0,,Detchd,1951,Unf,2,396,TA,TA,Y,0,0,0,0,0,0,,,,0,2006,Normal,100132
PRO984,60,RL,,12307,Pave,,Reg,Lvl,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,5,2002,2002,Gable,CompShg,CemntBd,CmentBd,Gd,TA,PConc,Gd,TA,Mn,1128,GasA,Ex,Y,SBrkr,2290,0,0,2,1,4,1,Gd,9,Typ,1,Gd,Attchd,2002,Unf,2,779,TA,TA,Y,0,0,0,0,0,0,,,,0,2008,Normal,258628
PRO840,50,RL,70,12541,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,6,1946,1995,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,768,GasA,Ex,Y,SBrkr,1200,0,0,1,0,3,1,TA,6,Typ,0,,Detchd,1946,Unf,1,240,TA,TA,Y,0,0,0,0,0,0,,,,0,2008,Normal,130830
PRO536,190,RL,70,8294,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Edwards,Norm,Norm,2fmCon,2Story,5,7,1910,1991,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,Gd,TA,Gd,1117,GasA,TA,Y,SBrkr,1347,1,0,1,0,3,1,TA,5,Typ,0,,,,,0,0,,,N,85,0,148,0,0,0,,,,0,2008,Normal,107319
PRO103,90,RL,64,8204,Pave,,Reg,Bnk,AllPub,Inside,Gtl,SawyerW,Norm,Norm,Duplex,1Story,5,5,1979,1979,Gable,CompShg,HdBoard,HdBoard,TA,Fa,Slab,,,,0,GasA,TA,Y,SBrkr,1535,0,0,2,0,4,2,TA,8,Typ,0,,Attchd,1979,Unf,2,410,TA,TA,Y,0,0,0,0,0,0,,,,0,2009,Alloca,119919
PRO1206,20,RL,90,15223,Pave,,IR1,Lvl,AllPub,CulDSac,Gtl,SawyerW,Norm,Norm,1Fam,1Story,7,7,1990,1991,Hip,CompShg,HdBoard,HdBoard,Gd,TA,CBlock,Gd,TA,Mn,2158,GasA,Gd,Y,SBrkr,2196,0,0,2,0,3,1,Gd,7,Typ,1,TA,Attchd,1990,RFn,3,701,TA,TA,Y,84,70,0,0,0,0,,,,0,2009,Normal,276957
PRO1197,60,RL,58,14828,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Av,879,GasA,Ex,Y,SBrkr,1863,0,0,2,1,4,1,Gd,9,Typ,1,Gd,BuiltIn,2006,Fin,3,660,TA,TA,Y,100,17,0,0,0,0,,,,0,2006,Partial,221321
PRO48,20,FV,84,11688,Pave,,Reg,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,Gd,TA,PConc,Gd,TA,Av,1656,GasA,Ex,Y,SBrkr,1656,0,0,2,0,3,1,Gd,7,Typ,0,,Attchd,2006,RFn,3,826,TA,TA,Y,0,146,0,0,0,0,,,,0,2007,Normal,254079
PRO463,20,RL,60,9246,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Gable,CompShg,MetalSd,MetalSd,TA,TA,CBlock,TA,TA,No,864,GasA,Gd,Y,SBrkr,864,0,0,1,0,3,1,TA,5,Typ,1,Po,Detchd,1965,Unf,1,360,TA,TA,Y,0,0,236,0,0,0,,GdWo,,0,2009,Normal,65271
PRO186,75,RM,90,23270,Pave,,IR2,Lvl,AllPub,Inside,Gtl,OldTown,Artery,Norm,1Fam,2.5Fin,10,9,1892,1993,Gable,WdShngl,Wd Sdng,Wd Sdng,Gd,Gd,BrkTil,TA,TA,Mn,1107,GasA,Ex,Y,SBrkr,3608,0,0,2,1,4,1,Ex,12,Typ,2,TA,Detchd,1993,Unf,3,840,Ex,TA,Y,0,260,0,0,410,0,,GdPrv,,0,2006,Normal,478078
PRO172,20,RL,141,32223,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,5,1960,1960,Hip,CompShg,BrkFace,Plywood,TA,TA,CBlock,TA,Gd,Gd,1080,GasA,Fa,Y,SBrkr,1656,1,0,1,0,3,1,TA,7,Typ,2,Gd,Attchd,1960,Fin,2,528,TA,TA,P,210,62,0,0,0,0,,,,0,2010,Normal,218691
PRO1066,60,RL,80,14528,Pave,,Reg,Lvl,AllPub,Inside,Mod,ClearCr,Norm,Norm,1Fam,2Story,7,5,1996,1997,Gable,CompShg,Wd Sdng,Wd Sdng,Gd,TA,PConc,Ex,TA,Gd,1478,GasA,Ex,Y,SBrkr,2260,1,0,2,1,3,1,Gd,7,Typ,0,,Attchd,1996,RFn,2,533,TA,TA,Y,296,44,0,0,0,0,,,,0,2010,Normal,332189
PRO488,20,RL,70,12566,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,5,6,1971,1971,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,Gd,TA,Av,1484,GasA,Gd,Y,SBrkr,1484,0,0,2,0,3,1,TA,7,Typ,1,TA,Attchd,1971,Unf,2,487,TA,TA,Y,224,0,0,0,180,0,,,,0,2007,Normal,173711
PRO916,160,RM,21,2524,Pave,,Reg,Lvl,AllPub,Inside,Gtl,MeadowV,Norm,Norm,Twnhs,2Story,4,5,1970,1970,Gable,CompShg,CemntBd,CmentBd,TA,TA,CBlock,TA,TA,No,546,GasA,Fa,Y,SBrkr,1092,0,0,1,1,3,1,TA,6,Typ,0,,Attchd,1970,Unf,1,286,TA,TA,Y,0,0,0,0,0,0,,,,0,2007,Normal,77863
PRO449,50,RM,50,8927,Pave,,Reg,Bnk,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Fin,6,6,1937,1950,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,TA,TA,No,780,GasA,TA,Y,SBrkr,1376,0,0,2,0,3,1,TA,7,Typ,1,Gd,Detchd,1937,Unf,1,198,TA,TA,N,0,0,0,0,0,0,,,,0,2006,Normal,120712
PRO62,75,RM,60,8239,Pave,,Reg,Lvl,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,2.5Unf,5,7,1920,1996,Gable,CompShg,MetalSd,MetalSd,TA,TA,BrkTil,TA,Fa,No,530,GasA,TA,N,SBrkr,1111,0,0,1,0,3,1,Fa,6,Typ,0,,Detchd,1935,Unf,1,288,TA,TA,N,0,0,144,0,0,0,,,,0,2007,Normal,101871
PRO1291,80,RL,,14968,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,SLvl,5,7,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,TA,TA,PConc,TA,TA,Av,1152,GasA,TA,Y,SBrkr,1152,1,0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,1964,RFn,2,484,TA,TA,Y,227,0,0,0,0,0,,,,0,2010,Normal,182942
PRO817,20,RL,,12143,Pave,,IR1,Lvl,AllPub,Corner,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,6,1954,1954,Gable,CompShg,BrkFace,BrkFace,TA,TA,CBlock,TA,TA,No,1008,GasA,Gd,Y,SBrkr,1008,0,0,1,0,2,1,TA,4,Typ,1,Gd,Attchd,1954,RFn,1,275,TA,TA,Y,0,0,120,0,0,0,,,,0,2006,Normal,140478
PRO1274,80,RL,124,11709,Pave,,IR1,Lvl,AllPub,Corner,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,7,1959,2006,Gable,CompShg,Plywood,Plywood,TA,TA,CBlock,TA,TA,Av,1019,GasA,Gd,Y,SBrkr,1357,1,0,1,0,2,1,Ex,5,Typ,1,Gd,Basment,1959,RFn,1,312,TA,TA,Y,0,0,0,0,163,0,,GdPrv,,0,2008,Normal,180939
PRO286,160,FV,35,5016,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,TwnhsE,2Story,7,5,2006,2007,Gable,CompShg,MetalSd,MetalSd,Gd,TA,PConc,Gd,TA,No,625,GasA,Ex,Y,SBrkr,1250,0,0,2,1,2,1,Gd,5,Typ,0,,Detchd,2006,RFn,2,528,TA,TA,Y,0,54,0,0,0,0,,,,0,2007,Partial,167824
PRO195,20,RL,60,8007,Pave,,IR1,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,5,7,1972,1972,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,Av,864,GasA,TA,Y,SBrkr,864,0,0,1,0,3,1,TA,5,Typ,0,,Detchd,1989,Unf,1,352,TA,TA,Y,0,0,0,0,0,0,,,,0,2008,Normal,129295
PRO319,60,RL,,11064,Pave,,Reg,Low,AllPub,Inside,Mod,NoRidge,Norm,Norm,1Fam,2Story,7,5,1993,1993,Gable,CompShg,HdBoard,HdBoard,Gd,TA,PConc,Gd,TA,Gd,1347,GasA,Ex,Y,SBrkr,2646,1,0,2,1,4,1,Gd,9,Typ,1,TA,Attchd,1993,RFn,3,656,TA,TA,Y,340,60,144,0,0,0,,,,0,2009,Normal,257548
PRO456,20,RL,80,10866,Pave,,Reg,Lvl,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,1Story,7,6,1973,1973,Hip,CompShg,HdBoard,HdBoard,TA,TA,CBlock,TA,TA,No,1242,GasA,Fa,Y,SBrkr,1242,0,0,1,1,3,1,TA,6,Typ,1,TA,Attchd,1973,Unf,2,528,TA,TA,Y,0,0,0,0,0,0,,,,0,2007,Normal,176693
